date,item_no,location_code,qty
2026-04-17,10000,S0013,3.0
2026-04-17,10045,S0001,9.0
2026-04-17,10045,S0002,3.0
2026-04-17,10045,S0013,2.0
2026-04-17,10070,S0001,8.0
2026-04-17,10070,S0002,4.0
2026-04-17,10070,S0013,4.0
2026-04-17,10100,S0001,4.0
2026-04-17,10100,S0002,4.0
2026-04-17,10100,S0013,1.0
2026-04-17,10100,S0013,2.0
2026-04-17,18200,S0001,4.0
2026-04-17,18200,S0002,1.0
2026-04-17,18200,S0013,1.0
2026-04-17,18230,S0001,3.0
2026-04-17,18230,S0002,2.0
2026-04-17,30091,S0001,1.0
2026-04-17,30091,S0002,1.0
2026-04-17,33110,S0001,10.0
2026-04-17,33110,S0002,9.0
2026-04-17,33110,S0002,2.0
2026-04-17,33110,S0005,4.0
2026-04-17,33110,S0010,6.0
2026-04-17,33116,S0002,5.0
2026-04-17,33116,S0005,3.0
2026-04-17,33116,S0010,2.0
2026-04-17,33120,S0001,4.0
2026-04-17,33120,S0002,1.0
2026-04-17,33120,S0005,1.0
2026-04-17,33120,S0010,1.0
2026-04-17,33130,S0001,4.0
2026-04-17,33130,S0010,2.0
2026-04-17,33150,S0002,2.0
2026-04-17,33150,S0005,1.0
2026-04-17,33160,S0001,2.0
2026-04-17,33160,S0002,1.0
2026-04-17,33160,S0005,1.0
2026-04-17,33160,S0005,1.0
2026-04-17,33160,S0010,1.0
2026-04-17,33160,S0010,3.0
2026-04-17,33170,S0001,5.0
2026-04-17,33170,S0002,3.0
2026-04-17,33170,S0005,1.0
2026-04-17,33170,S0010,3.0
2026-04-17,33200,S0001,6.0
2026-04-17,33200,S0002,6.0
2026-04-17,33200,S0005,3.0
2026-04-17,33200,S0010,4.0
2026-04-17,33250,S0001,5.0
2026-04-17,33250,S0002,2.0
2026-04-17,33250,S0005,2.0
2026-04-17,33250,S0010,1.0
2026-04-17,33310,S0001,13.0
2026-04-17,33310,S0002,9.0
2026-04-17,33310,S0005,4.0
2026-04-17,33310,S0010,6.0
2026-04-17,33323,S0001,12.0
2026-04-17,33323,S0002,6.0
2026-04-17,33323,S0005,6.0
2026-04-17,33323,S0010,4.0
2026-04-17,33341,S0001,4.0
2026-04-17,33341,S0002,1.0
2026-04-17,33341,S0005,1.0
2026-04-17,33341,S0010,2.0
2026-04-18,10000,S0001,19.0
2026-04-18,10000,S0002,12.0
2026-04-18,10000,S0013,9.0
2026-04-18,10045,S0001,7.0
2026-04-18,10045,S0002,5.0
2026-04-18,10045,S0013,6.0
2026-04-18,10070,S0001,9.0
2026-04-18,10070,S0002,4.0
2026-04-18,10070,S0002,4.0
2026-04-18,10100,S0001,5.0
2026-04-18,10100,S0002,6.0
2026-04-18,10100,S0013,3.0
2026-04-18,18200,S0001,5.0
2026-04-18,18200,S0002,5.0
2026-04-18,18200,S0013,3.0
2026-04-18,18200,W0003,14.0
2026-04-18,18230,S0001,3.0
2026-04-18,18230,S0002,3.0
2026-04-18,18230,S0013,1.0
2026-04-18,18230,W0003,6.0
2026-04-18,30091,W0003,2.0
2026-04-18,33100,S0001,9.0
2026-04-18,33100,S0002,10.0
2026-04-18,33100,S0005,5.0
2026-04-18,33100,S0005,1.0
2026-04-18,33100,S0010,6.0
2026-04-18,33110,S0001,14.0
2026-04-18,33110,S0002,6.0
2026-04-18,33110,S0005,5.0
2026-04-18,33110,S0010,8.0
2026-04-18,33110,S0010,2.0
2026-04-18,33116,S0001,5.0
2026-04-18,33116,S0001,5.0
2026-04-18,33116,S0002,1.0
2026-04-18,33116,S0002,6.0
2026-04-18,33116,S0005,3.0
2026-04-18,33116,S0010,5.0
2026-04-18,33120,S0001,1.0
2026-04-18,33120,S0001,3.0
2026-04-18,33120,S0002,2.0
2026-04-18,33120,S0010,1.0
2026-04-18,33130,S0001,2.0
2026-04-18,33130,S0002,2.0
2026-04-18,33130,S0005,1.0
2026-04-18,33130,S0010,1.0
2026-04-18,33150,S0002,4.0
2026-04-18,33150,S0010,2.0
2026-04-18,33160,S0001,4.0
2026-04-18,33160,S0002,1.0
2026-04-18,33160,S0005,2.0
2026-04-18,33160,S0010,3.0
2026-04-18,33170,S0001,6.0
2026-04-18,33170,S0002,6.0
2026-04-18,33170,S0005,4.0
2026-04-18,33170,S0010,2.0
2026-04-18,33200,S0001,6.0
2026-04-18,33200,S0002,7.0
2026-04-18,33200,S0005,3.0
2026-04-18,33200,S0010,2.0
2026-04-18,33200,S0010,6.0
2026-04-18,33250,S0001,6.0
2026-04-18,33250,S0002,7.0
2026-04-18,33250,S0005,2.0
2026-04-18,33250,S0010,5.0
2026-04-18,33310,S0001,15.0
2026-04-18,33310,S0002,15.0
2026-04-18,33310,S0005,8.0
2026-04-18,33310,S0010,12.0
2026-04-18,33310,W0003,43.0
2026-04-18,33323,S0001,12.0
2026-04-18,33323,S0002,9.0
2026-04-18,33323,S0005,6.0
2026-04-18,33323,S0010,2.0
2026-04-18,33323,S0010,3.0
2026-04-18,33323,W0003,34.0
2026-04-18,33341,S0001,5.0
2026-04-18,33341,S0002,4.0
2026-04-18,33341,S0005,1.0
2026-04-18,33341,S0010,4.0
2026-04-18,33341,W0003,17.0
2026-04-19,10000,S0001,9.0
2026-04-19,10000,S0002,14.0
2026-04-19,10000,S0013,2.0
2026-04-19,10000,S0013,2.0
2026-04-19,10045,S0001,6.0
2026-04-19,10045,S0002,5.0
2026-04-19,10045,S0013,2.0
2026-04-19,10070,S0001,6.0
2026-04-19,10070,S0001,2.0
2026-04-19,10070,S0002,2.0
2026-04-19,10070,S0002,4.0
2026-04-19,10070,S0013,3.0
2026-04-19,10100,S0001,5.0
2026-04-19,10100,S0002,2.0
2026-04-19,10100,S0013,1.0
2026-04-19,18200,S0001,4.0
2026-04-19,18200,S0002,1.0
2026-04-19,18200,S0013,1.0
2026-04-19,18230,S0001,5.0
2026-04-19,18230,S0002,3.0
2026-04-19,18230,S0013,2.0
2026-04-19,30091,S0001,1.0
2026-04-19,30091,S0002,1.0
2026-04-19,30091,S0010,1.0
2026-04-19,33100,S0001,14.0
2026-04-19,33100,S0002,10.0
2026-04-19,33100,S0005,4.0
2026-04-19,33100,S0010,10.0
2026-04-19,33110,S0001,14.0
2026-04-19,33110,S0002,3.0
2026-04-19,33110,S0002,9.0
2026-04-19,33110,S0005,2.0
2026-04-19,33110,S0005,4.0
2026-04-19,33110,S0010,8.0
2026-04-19,33116,S0001,9.0
2026-04-19,33116,S0002,3.0
2026-04-19,33116,S0002,5.0
2026-04-19,33116,S0005,2.0
2026-04-19,33116,S0010,3.0
2026-04-19,33116,S0010,1.0
2026-04-19,33120,S0001,2.0
2026-04-19,33120,S0002,1.0
2026-04-19,33120,S0005,1.0
2026-04-19,33120,S0010,1.0
2026-04-19,33130,S0001,1.0
2026-04-19,33130,S0002,2.0
2026-04-19,33130,S0005,2.0
2026-04-19,33150,S0001,2.0
2026-04-19,33150,S0002,1.0
2026-04-19,33150,S0005,1.0
2026-04-19,33150,S0005,1.0
2026-04-19,33160,S0001,4.0
2026-04-19,33160,S0002,2.0
2026-04-19,33160,S0005,2.0
2026-04-19,33160,S0005,2.0
2026-04-19,33160,S0010,2.0
2026-04-19,33160,S0010,1.0
2026-04-19,33170,S0001,4.0
2026-04-19,33170,S0002,5.0
2026-04-19,33170,S0010,1.0
2026-04-19,33170,S0010,2.0
2026-04-19,33200,S0001,8.0
2026-04-19,33200,S0002,6.0
2026-04-19,33200,S0005,2.0
2026-04-19,33200,S0010,6.0
2026-04-19,33250,S0001,3.0
2026-04-19,33250,S0002,5.0
2026-04-19,33250,S0005,3.0
2026-04-19,33250,S0010,4.0
2026-04-19,33310,S0001,14.0
2026-04-19,33310,S0002,13.0
2026-04-19,33310,S0005,8.0
2026-04-19,33310,S0010,8.0
2026-04-19,33323,S0001,4.0
2026-04-19,33323,S0001,6.0
2026-04-19,33323,S0002,12.0
2026-04-19,33323,S0005,5.0
2026-04-19,33323,S0010,9.0
2026-04-19,33341,S0001,7.0
2026-04-19,33341,S0002,6.0
2026-04-19,33341,S0005,3.0
2026-04-19,33341,S0010,3.0
2026-04-20,10000,S0001,6.0
2026-04-20,10000,S0001,10.0
2026-04-20,10000,S0002,9.0
2026-04-20,10000,S0013,5.0
2026-04-20,10045,S0001,9.0
2026-04-20,10045,S0002,2.0
2026-04-20,10045,S0002,7.0
2026-04-20,10045,S0013,2.0
2026-04-20,10045,S0013,1.0
2026-04-20,10045,S0013,3.0
2026-04-20,10070,S0001,4.0
2026-04-20,10070,S0002,2.0
2026-04-20,10070,S0013,2.0
2026-04-20,10100,S0001,4.0
2026-04-20,10100,S0002,1.0
2026-04-20,18200,S0001,5.0
2026-04-20,18200,S0001,2.0
2026-04-20,18200,S0002,3.0
2026-04-20,18230,S0001,3.0
2026-04-20,18230,S0002,4.0
2026-04-20,18230,S0013,2.0
2026-04-20,30091,S0002,2.0
2026-04-20,30091,S0010,1.0
2026-04-20,33100,S0005,3.0
2026-04-20,33100,S0010,6.0
2026-04-20,33110,S0002,5.0
2026-04-20,33110,S0005,5.0
2026-04-20,33110,S0010,5.0
2026-04-20,33116,S0002,2.0
2026-04-20,33116,S0002,2.0
2026-04-20,33116,S0005,3.0
2026-04-20,33116,S0010,4.0
2026-04-20,33120,S0001,1.0
2026-04-20,33120,S0001,2.0
2026-04-20,33120,S0002,2.0
2026-04-20,33120,S0005,1.0
2026-04-20,33120,S0010,2.0
2026-04-20,33130,S0001,2.0
2026-04-20,33130,S0002,1.0
2026-04-20,33130,S0002,1.0
2026-04-20,33150,S0001,3.0
2026-04-20,33150,S0002,2.0
2026-04-20,33150,S0005,2.0
2026-04-20,33150,S0010,2.0
2026-04-20,33160,S0001,1.0
2026-04-20,33160,S0001,2.0
2026-04-20,33160,S0002,3.0
2026-04-20,33160,S0010,3.0
2026-04-20,33170,S0005,2.0
2026-04-20,33170,S0010,5.0
2026-04-20,33200,S0001,5.0
2026-04-20,33200,S0002,5.0
2026-04-20,33200,S0005,2.0
2026-04-20,33200,S0010,5.0
2026-04-20,33250,S0001,4.0
2026-04-20,33250,S0002,1.0
2026-04-20,33250,S0002,2.0
2026-04-20,33250,S0005,1.0
2026-04-20,33250,S0010,1.0
2026-04-20,33310,S0001,11.0
2026-04-20,33310,S0002,11.0
2026-04-20,33310,S0005,5.0
2026-04-20,33310,S0010,7.0
2026-04-20,33323,S0001,9.0
2026-04-20,33323,S0002,4.0
2026-04-20,33323,S0005,2.0
2026-04-20,33323,S0010,3.0
2026-04-20,33341,S0001,5.0
2026-04-20,33341,S0002,1.0
2026-04-20,33341,S0002,5.0
2026-04-20,33341,S0005,2.0
2026-04-20,33341,S0010,6.0
2026-04-21,10000,S0001,1.0
2026-04-21,10000,S0001,11.0
2026-04-21,10000,S0002,11.0
2026-04-21,10000,S0013,7.0
2026-04-21,10045,S0001,3.0
2026-04-21,10045,S0001,5.0
2026-04-21,10045,S0002,6.0
2026-04-21,10045,S0013,1.0
2026-04-21,10070,S0001,7.0
2026-04-21,10070,S0002,6.0
2026-04-21,10070,S0013,1.0
2026-04-21,10100,S0001,1.0
2026-04-21,10100,S0001,1.0
2026-04-21,10100,S0013,3.0
2026-04-21,18200,S0001,3.0
2026-04-21,18200,S0002,2.0
2026-04-21,18200,S0013,1.0
2026-04-21,18200,S0013,1.0
2026-04-21,18200,W0003,10.0
2026-04-21,18230,S0001,3.0
2026-04-21,18230,S0002,3.0
2026-04-21,18230,S0013,1.0
2026-04-21,18230,W0003,6.0
2026-04-21,30091,S0002,1.0
2026-04-21,30091,S0010,1.0
2026-04-21,30091,W0003,1.0
2026-04-21,33100,S0001,13.0
2026-04-21,33100,S0002,13.0
2026-04-21,33100,S0005,2.0
2026-04-21,33100,S0010,7.0
2026-04-21,33110,S0001,11.0
2026-04-21,33110,S0002,8.0
2026-04-21,33110,S0005,1.0
2026-04-21,33110,S0005,4.0
2026-04-21,33110,S0010,12.0
2026-04-21,33116,S0001,3.0
2026-04-21,33116,S0002,1.0
2026-04-21,33116,S0002,3.0
2026-04-21,33116,S0005,3.0
2026-04-21,33116,S0005,1.0
2026-04-21,33116,S0010,3.0
2026-04-21,33120,S0001,3.0
2026-04-21,33120,S0002,2.0
2026-04-21,33120,S0005,1.0
2026-04-21,33120,S0010,1.0
2026-04-21,33130,S0001,3.0
2026-04-21,33130,S0001,1.0
2026-04-21,33130,S0002,1.0
2026-04-21,33130,S0010,1.0
2026-04-21,33150,S0001,2.0
2026-04-21,33150,S0002,2.0
2026-04-21,33150,S0005,1.0
2026-04-21,33160,S0001,1.0
2026-04-21,33160,S0001,1.0
2026-04-21,33160,S0002,1.0
2026-04-21,33160,S0002,1.0
2026-04-21,33160,S0005,2.0
2026-04-21,33160,S0010,1.0
2026-04-21,33170,S0001,2.0
2026-04-21,33170,S0002,2.0
2026-04-21,33170,S0005,1.0
2026-04-21,33170,S0010,3.0
2026-04-21,33170,S0010,1.0
2026-04-21,33200,S0001,3.0
2026-04-21,33200,S0002,5.0
2026-04-21,33200,S0005,3.0
2026-04-21,33200,S0010,2.0
2026-04-21,33250,S0001,5.0
2026-04-21,33250,S0002,3.0
2026-04-21,33250,S0005,2.0
2026-04-21,33250,S0010,3.0
2026-04-21,33310,S0001,12.0
2026-04-21,33310,S0002,11.0
2026-04-21,33310,S0005,3.0
2026-04-21,33310,S0010,11.0
2026-04-21,33310,W0003,35.0
2026-04-21,33323,S0001,8.0
2026-04-21,33323,S0002,4.0
2026-04-21,33323,S0005,2.0
2026-04-21,33323,S0010,9.0
2026-04-21,33323,W0003,8.0
2026-04-21,33323,W0003,20.0
2026-04-21,33341,S0001,4.0
2026-04-21,33341,S0001,2.0
2026-04-21,33341,S0002,3.0
2026-04-21,33341,S0005,2.0
2026-04-21,33341,S0010,2.0
2026-04-21,33341,S0010,1.0
2026-04-21,33341,W0003,13.0
2026-04-22,10000,S0001,6.0
2026-04-22,10000,S0001,2.0
2026-04-22,10000,S0002,6.0
2026-04-22,10000,S0002,4.0
2026-04-22,10000,S0002,2.0
2026-04-22,10000,S0013,7.0
2026-04-22,10045,S0001,4.0
2026-04-22,10045,S0001,7.0
2026-04-22,10045,S0002,8.0
2026-04-22,10045,S0013,1.0
2026-04-22,10070,S0001,6.0
2026-04-22,10070,S0002,4.0
2026-04-22,10070,S0013,3.0
2026-04-22,10100,S0001,1.0
2026-04-22,10100,S0002,1.0
2026-04-22,10100,S0013,2.0
2026-04-22,18200,S0001,2.0
2026-04-22,18200,S0002,2.0
2026-04-22,18200,S0002,4.0
2026-04-22,18200,S0013,3.0
2026-04-22,18230,S0001,3.0
2026-04-22,30091,S0001,1.0
2026-04-22,30091,S0005,1.0
2026-04-22,33100,S0001,11.0
2026-04-22,33100,S0002,6.0
2026-04-22,33100,S0005,5.0
2026-04-22,33100,S0010,8.0
2026-04-22,33110,S0001,11.0
2026-04-22,33110,S0002,9.0
2026-04-22,33110,S0005,5.0
2026-04-22,33116,S0002,4.0
2026-04-22,33120,S0001,2.0
2026-04-22,33120,S0002,3.0
2026-04-22,33120,S0002,1.0
2026-04-22,33120,S0010,1.0
2026-04-22,33130,S0001,1.0
2026-04-22,33130,S0001,1.0
2026-04-22,33130,S0002,3.0
2026-04-22,33130,S0010,2.0
2026-04-22,33150,S0002,2.0
2026-04-22,33150,S0010,1.0
2026-04-22,33160,S0001,2.0
2026-04-22,33160,S0002,6.0
2026-04-22,33160,S0005,2.0
2026-04-22,33160,S0010,1.0
2026-04-22,33170,S0001,2.0
2026-04-22,33170,S0001,1.0
2026-04-22,33170,S0002,6.0
2026-04-22,33170,S0005,1.0
2026-04-22,33170,S0005,2.0
2026-04-22,33170,S0010,5.0
2026-04-22,33200,S0001,5.0
2026-04-22,33200,S0002,3.0
2026-04-22,33200,S0005,4.0
2026-04-22,33200,S0010,2.0
2026-04-22,33250,S0001,2.0
2026-04-22,33250,S0002,4.0
2026-04-22,33250,S0005,2.0
2026-04-22,33250,S0005,1.0
2026-04-22,33250,S0010,1.0
2026-04-22,33310,S0001,16.0
2026-04-22,33310,S0002,8.0
2026-04-22,33310,S0005,6.0
2026-04-22,33310,S0010,9.0
2026-04-22,33323,S0001,8.0
2026-04-22,33323,S0002,4.0
2026-04-22,33323,S0005,8.0
2026-04-22,33323,S0010,8.0
2026-04-22,33323,S0010,4.0
2026-04-22,33341,S0001,3.0
2026-04-22,33341,S0002,4.0
2026-04-22,33341,S0005,1.0
2026-04-22,33341,S0005,2.0
2026-04-23,10000,S0001,14.0
2026-04-23,10000,S0002,10.0
2026-04-23,10000,S0013,2.0
2026-04-23,10000,S0013,2.0
2026-04-23,10000,S0013,1.0
2026-04-23,10045,S0001,10.0
2026-04-23,10045,S0002,6.0
2026-04-23,10045,S0013,2.0
2026-04-23,10070,S0001,4.0
2026-04-23,10070,S0001,1.0
2026-04-23,10070,S0002,5.0
2026-04-23,10070,S0013,1.0
2026-04-23,10100,S0001,3.0
2026-04-23,10100,S0002,2.0
2026-04-23,18200,S0001,5.0
2026-04-23,18200,S0002,4.0
2026-04-23,18200,W0003,3.0
2026-04-23,18200,W0003,7.0
2026-04-23,18230,S0001,2.0
2026-04-23,18230,S0002,2.0
2026-04-23,18230,W0003,4.0
2026-04-23,18230,W0003,3.0
2026-04-23,30091,S0001,1.0
2026-04-23,30091,S0010,1.0
2026-04-23,30091,W0003,2.0
2026-04-23,33100,S0002,5.0
2026-04-23,33100,S0005,4.0
2026-04-23,33100,S0010,5.0
2026-04-23,33110,S0001,13.0
2026-04-23,33110,S0002,11.0
2026-04-23,33110,S0005,7.0
2026-04-23,33110,S0010,3.0
2026-04-23,33110,S0010,1.0
2026-04-23,33116,S0005,2.0
2026-04-23,33116,S0010,4.0
2026-04-23,33120,S0001,2.0
2026-04-23,33120,S0002,1.0
2026-04-23,33120,S0002,1.0
2026-04-23,33120,S0005,1.0
2026-04-23,33120,S0010,1.0
2026-04-23,33130,S0001,2.0
2026-04-23,33130,S0002,1.0
2026-04-23,33130,S0010,1.0
2026-04-23,33150,S0001,2.0
2026-04-23,33150,S0002,1.0
2026-04-23,33150,S0010,1.0
2026-04-23,33160,S0001,1.0
2026-04-23,33160,S0001,3.0
2026-04-23,33160,S0002,1.0
2026-04-23,33160,S0002,3.0
2026-04-23,33160,S0005,2.0
2026-04-23,33160,S0010,1.0
2026-04-23,33160,S0010,2.0
2026-04-23,33170,S0002,4.0
2026-04-23,33170,S0005,1.0
2026-04-23,33170,S0010,3.0
2026-04-23,33200,S0001,5.0
2026-04-23,33200,S0002,5.0
2026-04-23,33200,S0005,2.0
2026-04-23,33200,S0010,6.0
2026-04-23,33250,S0001,3.0
2026-04-23,33250,S0002,3.0
2026-04-23,33250,S0005,1.0
2026-04-23,33250,S0010,1.0
2026-04-23,33310,S0001,7.0
2026-04-23,33310,S0002,12.0
2026-04-23,33310,S0005,3.0
2026-04-23,33310,S0010,9.0
2026-04-23,33310,W0003,41.0
2026-04-23,33323,S0001,13.0
2026-04-23,33323,S0002,4.0
2026-04-23,33323,S0005,2.0
2026-04-23,33323,S0010,10.0
2026-04-23,33323,W0003,34.0
2026-04-23,33341,S0001,2.0
2026-04-23,33341,S0002,1.0
2026-04-23,33341,S0010,3.0
2026-04-23,33341,W0003,13.0
2026-04-24,10000,S0001,8.0
2026-04-24,10000,S0001,7.0
2026-04-24,10000,S0002,13.0
2026-04-24,10000,S0013,3.0
2026-04-24,10045,S0001,3.0
2026-04-24,10045,S0002,7.0
2026-04-24,10045,S0013,1.0
2026-04-24,10070,S0001,6.0
2026-04-24,10070,S0002,4.0
2026-04-24,10070,S0013,3.0
2026-04-24,10100,S0001,3.0
2026-04-24,10100,S0002,1.0
2026-04-24,18200,S0001,3.0
2026-04-24,18200,S0002,2.0
2026-04-24,18200,S0013,2.0
2026-04-24,18230,S0001,2.0
2026-04-24,18230,S0002,4.0
2026-04-24,18230,S0013,1.0
2026-04-24,30091,S0010,2.0
2026-04-24,33100,S0001,9.0
2026-04-24,33100,S0002,11.0
2026-04-24,33100,S0005,4.0
2026-04-24,33100,S0010,5.0
2026-04-24,33110,S0002,6.0
2026-04-24,33110,S0005,3.0
2026-04-24,33110,S0010,8.0
2026-04-24,33116,S0001,6.0
2026-04-24,33116,S0002,2.0
2026-04-24,33116,S0005,3.0
2026-04-24,33116,S0010,5.0
2026-04-24,33120,S0001,2.0
2026-04-24,33120,S0002,1.0
2026-04-24,33120,S0002,1.0
2026-04-24,33120,S0005,1.0
2026-04-24,33120,S0010,2.0
2026-04-24,33130,S0001,2.0
2026-04-24,33130,S0002,2.0
2026-04-24,33130,S0005,1.0
2026-04-24,33130,S0010,2.0
2026-04-24,33130,S0010,1.0
2026-04-24,33150,S0001,2.0
2026-04-24,33150,S0002,2.0
2026-04-24,33150,S0010,1.0
2026-04-24,33160,S0001,3.0
2026-04-24,33160,S0002,2.0
2026-04-24,33160,S0005,2.0
2026-04-24,33160,S0010,1.0
2026-04-24,33170,S0001,4.0
2026-04-24,33170,S0002,1.0
2026-04-24,33170,S0005,1.0
2026-04-24,33170,S0010,4.0
2026-04-24,33200,S0001,6.0
2026-04-24,33200,S0002,7.0
2026-04-24,33200,S0002,1.0
2026-04-24,33200,S0005,5.0
2026-04-24,33200,S0010,5.0
2026-04-24,33250,S0001,4.0
2026-04-24,33250,S0002,2.0
2026-04-24,33250,S0005,1.0
2026-04-24,33250,S0010,2.0
2026-04-24,33250,S0010,2.0
2026-04-24,33310,S0001,9.0
2026-04-24,33310,S0002,8.0
2026-04-24,33310,S0005,7.0
2026-04-24,33310,S0010,12.0
2026-04-24,33323,S0001,9.0
2026-04-24,33323,S0002,5.0
2026-04-24,33323,S0005,4.0
2026-04-24,33323,S0010,7.0
2026-04-24,33341,S0001,2.0
2026-04-24,33341,S0002,4.0
2026-04-24,33341,S0005,2.0
2026-04-24,33341,S0010,2.0
2026-04-25,10000,S0001,11.0
2026-04-25,10000,S0002,15.0
2026-04-25,10000,S0013,4.0
2026-04-25,10045,S0001,8.0
2026-04-25,10045,S0001,3.0
2026-04-25,10045,S0002,6.0
2026-04-25,10045,S0013,3.0
2026-04-25,10070,S0001,7.0
2026-04-25,10070,S0002,6.0
2026-04-25,10070,S0013,4.0
2026-04-25,10100,S0001,3.0
2026-04-25,10100,S0013,1.0
2026-04-25,18200,S0001,5.0
2026-04-25,18200,S0002,7.0
2026-04-25,18200,S0013,2.0
2026-04-25,18200,W0003,8.0
2026-04-25,18230,S0001,2.0
2026-04-25,18230,S0002,3.0
2026-04-25,18230,S0013,1.0
2026-04-25,18230,W0003,9.0
2026-04-25,30091,S0001,1.0
2026-04-25,30091,W0003,1.0
2026-04-25,33100,S0001,11.0
2026-04-25,33100,S0002,7.0
2026-04-25,33100,S0005,4.0
2026-04-25,33100,S0010,10.0
2026-04-25,33110,S0001,16.0
2026-04-25,33110,S0002,10.0
2026-04-25,33110,S0005,3.0
2026-04-25,33110,S0010,4.0
2026-04-25,33110,S0010,10.0
2026-04-25,33116,S0001,6.0
2026-04-25,33116,S0002,6.0
2026-04-25,33116,S0005,2.0
2026-04-25,33116,S0010,3.0
2026-04-25,33120,S0001,2.0
2026-04-25,33120,S0002,4.0
2026-04-25,33120,S0005,2.0
2026-04-25,33130,S0001,1.0
2026-04-25,33130,S0002,3.0
2026-04-25,33130,S0010,3.0
2026-04-25,33150,S0001,3.0
2026-04-25,33150,S0010,2.0
2026-04-25,33160,S0001,3.0
2026-04-25,33160,S0002,1.0
2026-04-25,33160,S0002,2.0
2026-04-25,33160,S0005,3.0
2026-04-25,33160,S0010,4.0
2026-04-25,33170,S0001,5.0
2026-04-25,33170,S0002,7.0
2026-04-25,33170,S0005,4.0
2026-04-25,33170,S0010,5.0
2026-04-25,33200,S0001,7.0
2026-04-25,33200,S0002,2.0
2026-04-25,33200,S0005,1.0
2026-04-25,33200,S0005,1.0
2026-04-25,33200,S0010,2.0
2026-04-25,33250,S0001,7.0
2026-04-25,33250,S0002,10.0
2026-04-25,33250,S0005,2.0
2026-04-25,33250,S0010,3.0
2026-04-25,33310,S0001,16.0
2026-04-25,33310,S0002,12.0
2026-04-25,33310,S0005,2.0
2026-04-25,33310,S0005,4.0
2026-04-25,33310,S0010,8.0
2026-04-25,33310,S0010,4.0
2026-04-25,33310,W0003,40.0
2026-04-25,33323,S0001,8.0
2026-04-25,33323,S0002,16.0
2026-04-25,33323,S0005,7.0
2026-04-25,33323,S0010,4.0
2026-04-25,33323,W0003,28.0
2026-04-25,33323,W0003,15.0
2026-04-25,33341,S0001,1.0
2026-04-25,33341,S0002,7.0
2026-04-25,33341,S0005,4.0
2026-04-25,33341,S0010,5.0
2026-04-25,33341,W0003,6.0
2026-04-25,33341,W0003,14.0
2026-04-26,10000,S0001,14.0
2026-04-26,10000,S0002,5.0
2026-04-26,10000,S0002,5.0
2026-04-26,10000,S0002,6.0
2026-04-26,10000,S0013,7.0
2026-04-26,10045,S0001,10.0
2026-04-26,10045,S0002,8.0
2026-04-26,10045,S0013,3.0
2026-04-26,10070,S0001,6.0
2026-04-26,10070,S0002,2.0
2026-04-26,10070,S0002,1.0
2026-04-26,10070,S0002,3.0
2026-04-26,10070,S0002,4.0
2026-04-26,10070,S0013,2.0
2026-04-26,10100,S0001,4.0
2026-04-26,10100,S0002,2.0
2026-04-26,10100,S0013,1.0
2026-04-26,18200,S0001,4.0
2026-04-26,18200,S0002,3.0
2026-04-26,18200,S0013,1.0
2026-04-26,18230,S0001,2.0
2026-04-26,18230,S0001,2.0
2026-04-26,18230,S0002,3.0
2026-04-26,18230,S0013,1.0
2026-04-26,30091,S0001,1.0
2026-04-26,30091,S0002,1.0
2026-04-26,30091,S0005,1.0
2026-04-26,33110,S0005,3.0
2026-04-26,33110,S0010,4.0
2026-04-26,33116,S0002,6.0
2026-04-26,33116,S0005,3.0
2026-04-26,33116,S0010,4.0
2026-04-26,33120,S0001,2.0
2026-04-26,33120,S0002,2.0
2026-04-26,33120,S0005,1.0
2026-04-26,33120,S0010,1.0
2026-04-26,33150,S0001,3.0
2026-04-26,33150,S0002,2.0
2026-04-26,33150,S0005,1.0
2026-04-26,33150,S0010,1.0
2026-04-26,33160,S0001,6.0
2026-04-26,33160,S0002,1.0
2026-04-26,33160,S0002,4.0
2026-04-26,33160,S0010,2.0
2026-04-26,33160,S0010,1.0
2026-04-26,33170,S0002,3.0
2026-04-26,33170,S0005,1.0
2026-04-26,33170,S0010,3.0
2026-04-26,33170,S0010,1.0
2026-04-26,33200,S0001,4.0
2026-04-26,33200,S0001,5.0
2026-04-26,33200,S0002,3.0
2026-04-26,33200,S0005,5.0
2026-04-26,33200,S0010,4.0
2026-04-26,33250,S0001,3.0
2026-04-26,33250,S0002,6.0
2026-04-26,33250,S0005,2.0
2026-04-26,33250,S0010,5.0
2026-04-26,33310,S0001,13.0
2026-04-26,33310,S0001,4.0
2026-04-26,33310,S0002,7.0
2026-04-26,33310,S0002,8.0
2026-04-26,33310,S0005,9.0
2026-04-26,33310,S0010,6.0
2026-04-26,33323,S0001,10.0
2026-04-26,33323,S0001,2.0
2026-04-26,33323,S0002,5.0
2026-04-26,33323,S0002,2.0
2026-04-26,33323,S0005,5.0
2026-04-26,33323,S0010,9.0
2026-04-26,33341,S0001,6.0
2026-04-26,33341,S0002,2.0
2026-04-26,33341,S0005,1.0
2026-04-26,33341,S0010,5.0
2026-04-26,33341,S0010,2.0
2026-04-27,10000,S0001,2.0
2026-04-27,10000,S0001,14.0
2026-04-27,10000,S0002,13.0
2026-04-27,10000,S0013,1.0
2026-04-27,10000,S0013,5.0
2026-04-27,10045,S0001,3.0
2026-04-27,10045,S0001,2.0
2026-04-27,10045,S0002,5.0
2026-04-27,10045,S0013,2.0
2026-04-27,10070,S0001,10.0
2026-04-27,10070,S0002,3.0
