TABLEID:Item Journal Line
*Journal Template Name	*Journal Batch Name	*Line No.	*Item No.	*Posting Date	*Entry Type	*Document No.	*Location Code	*Quantity	*Unit Amount	*Unit Cost	*Amount	*Discount Amount	*Expiration Date	*Lot No.
ITEM	NWVDEMO	39550000	33100	04/19/26	Sale	SL260419	S0001	14	1.36	1	19.04	0	04/19/26	L260417-33100B
ITEM	NWVDEMO	39560000	33100	04/19/26	Sale	SL260419	S0002	10	1.36	1	13.6	0	04/19/26	L260417-33100B
ITEM	NWVDEMO	39570000	33100	04/19/26	Sale	SL260419	S0005	4	1.36	1	5.44	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	39580000	33100	04/19/26	Sale	SL260419	S0010	10	1.36	1	13.6	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	39590000	33110	04/19/26	Sale	SL260419	S0001	14	1.59	1.2	22.26	0	04/19/26	L260417-33110B
ITEM	NWVDEMO	39600000	33110	04/19/26	Sale	SL260419	S0002	3	1.59	1.2	4.77	0	04/19/26	L260415-33110B
ITEM	NWVDEMO	39610000	33110	04/19/26	Sale	SL260419	S0002	9	1.59	1.2	14.31	0	04/19/26	L260417-33110B
ITEM	NWVDEMO	39620000	33110	04/19/26	Sale	SL260419	S0005	2	1.59	1.2	3.18	0	04/19/26	L260415-33110B
ITEM	NWVDEMO	39630000	33110	04/19/26	Sale	SL260419	S0005	4	1.59	1.2	6.36	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	39640000	33110	04/19/26	Sale	SL260419	S0010	8	1.59	1.2	12.72	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	39650000	33116	04/19/26	Sale	SL260419	S0001	9	1.09	0.78	9.81	0	04/19/26	L260413-33116B
ITEM	NWVDEMO	39660000	33116	04/19/26	Sale	SL260419	S0002	3	1.09	0.78	3.27	0	04/19/26	L260413-33116B
ITEM	NWVDEMO	39670000	33116	04/19/26	Sale	SL260419	S0002	5	1.09	0.78	5.45	0	04/20/26	L260415-33116
ITEM	NWVDEMO	39680000	33116	04/19/26	Sale	SL260419	S0005	2	1.09	0.78	2.18	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	39690000	33116	04/19/26	Sale	SL260419	S0010	3	1.09	0.78	3.27	0	04/19/26	L260413-33116A
ITEM	NWVDEMO	39700000	33116	04/19/26	Sale	SL260419	S0010	1	1.09	0.78	1.09	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	39710000	33120	04/19/26	Sale	SL260419	S0001	2	8.64	6.5	17.28	0		
ITEM	NWVDEMO	39720000	33120	04/19/26	Sale	SL260419	S0002	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	39730000	33120	04/19/26	Sale	SL260419	S0005	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	39740000	33120	04/19/26	Sale	SL260419	S0010	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	39750000	33130	04/19/26	Sale	SL260419	S0001	1	9.55	7.1	9.55	0	04/21/26	L260413-33130
ITEM	NWVDEMO	39760000	33130	04/19/26	Sale	SL260419	S0002	2	9.55	7.1	19.1	0	04/21/26	L260413-33130
ITEM	NWVDEMO	39770000	33130	04/19/26	Sale	SL260419	S0005	2	9.55	7.1	19.1	0	04/21/26	L260413-33130
ITEM	NWVDEMO	39780000	33150	04/19/26	Sale	SL260419	S0001	2	11.36	7.5	22.72	0		
ITEM	NWVDEMO	39790000	33150	04/19/26	Sale	SL260419	S0002	1	11.36	7.5	11.36	0		
ITEM	NWVDEMO	39800000	33150	04/19/26	Sale	SL260419	S0005	1	11.36	7.5	11.36	0		
ITEM	NWVDEMO	39810000	33150	04/19/26	Sale	SL260419	S0005	1	11.36	7.5	11.36	0		
ITEM	NWVDEMO	39820000	33160	04/19/26	Sale	SL260419	S0001	4	7.18	5.5	28.72	0	04/19/26	L260411-33160
ITEM	NWVDEMO	39830000	33160	04/19/26	Sale	SL260419	S0002	2	7.18	5.5	14.36	0	04/21/26	L260413-33160
ITEM	NWVDEMO	39840000	33160	04/19/26	Sale	SL260419	S0005	2	7.18	5.5	14.36	0	04/21/26	L260413-33160
ITEM	NWVDEMO	39850000	33160	04/19/26	Sale	SL260419	S0005	2	7.18	5.5	14.36	0	04/25/26	L260417-33160A
ITEM	NWVDEMO	39860000	33160	04/19/26	Sale	SL260419	S0010	2	7.18	5.5	14.36	0	04/21/26	L260413-33160
ITEM	NWVDEMO	39870000	33160	04/19/26	Sale	SL260419	S0010	1	7.18	5.5	7.18	0	04/25/26	L260417-33160A
ITEM	NWVDEMO	39880000	33170	04/19/26	Sale	SL260419	S0001	4	7.18	5.5	28.72	0	04/19/26	L260413-33170
ITEM	NWVDEMO	39890000	33170	04/19/26	Sale	SL260419	S0002	5	7.18	5.5	35.9	0	04/19/26	L260415-33170
ITEM	NWVDEMO	39900000	33170	04/19/26	Sale	SL260419	S0010	1	7.18	5.5	7.18	0	04/19/26	L260413-33170
ITEM	NWVDEMO	39910000	33170	04/19/26	Sale	SL260419	S0010	2	7.18	5.5	14.36	0	04/22/26	L260417-33170A
ITEM	NWVDEMO	39920000	33200	04/19/26	Sale	SL260419	S0001	8	5.91	4.2	47.28	0		
ITEM	NWVDEMO	39930000	33200	04/19/26	Sale	SL260419	S0002	6	5.91	4.2	35.46	0		
ITEM	NWVDEMO	39940000	33200	04/19/26	Sale	SL260419	S0005	2	5.91	4.2	11.82	0		
ITEM	NWVDEMO	39950000	33200	04/19/26	Sale	SL260419	S0010	6	5.91	4.2	35.46	0		
ITEM	NWVDEMO	39960000	33250	04/19/26	Sale	SL260419	S0001	3	5.36	4.1	16.08	0		
ITEM	NWVDEMO	39970000	33250	04/19/26	Sale	SL260419	S0002	5	5.36	4.1	26.8	0		
ITEM	NWVDEMO	39980000	33250	04/19/26	Sale	SL260419	S0005	3	5.36	4.1	16.08	0		
ITEM	NWVDEMO	39990000	33250	04/19/26	Sale	SL260419	S0010	4	5.36	4.1	21.44	0		
ITEM	NWVDEMO	40000000	33310	04/19/26	Sale	SL260419	S0001	14	3	1.1	42	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40010000	33310	04/19/26	Sale	SL260419	S0002	13	3	1.1	39	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40020000	33310	04/19/26	Sale	SL260419	S0005	8	3	1.1	24	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40030000	33310	04/19/26	Sale	SL260419	S0010	8	3	1.1	24	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40040000	33323	04/19/26	Sale	SL260419	S0001	4	3	1.1	12	0	11/26/26	L260322-33323B
ITEM	NWVDEMO	40050000	33323	04/19/26	Sale	SL260419	S0001	6	3	1.1	18	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40060000	33323	04/19/26	Sale	SL260419	S0002	12	3	1.1	36	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40070000	33323	04/19/26	Sale	SL260419	S0005	5	3	1.1	15	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40080000	33323	04/19/26	Sale	SL260419	S0010	9	3	1.1	27	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40090000	33341	04/19/26	Sale	SL260419	S0001	7	5.75	2.1	40.25	0	09/22/26	L260405-33341A
ITEM	NWVDEMO	40100000	33341	04/19/26	Sale	SL260419	S0002	6	5.75	2.1	34.5	0	09/22/26	L260405-33341A
ITEM	NWVDEMO	40110000	33341	04/19/26	Sale	SL260419	S0005	3	5.75	2.1	17.25	0	09/22/26	L260405-33341A
ITEM	NWVDEMO	40120000	33341	04/19/26	Sale	SL260419	S0010	3	5.75	2.1	17.25	0	10/01/26	L260322-33341A
ITEM	NWVDEMO	40130000	10000	04/20/26	Negative Adjmt.	WS260420	S0002	5	0.9	0.9	4.5	0		
ITEM	NWVDEMO	40140000	33100	04/20/26	Negative Adjmt.	WS260420	S0001	10	1	1	10	0	04/19/26	L260417-33100B
ITEM	NWVDEMO	40150000	33100	04/20/26	Negative Adjmt.	WS260420	S0002	7	1	1	7	0	04/19/26	L260417-33100B
ITEM	NWVDEMO	40160000	33110	04/20/26	Negative Adjmt.	WS260420	S0001	10	1.2	1.2	12	0	04/19/26	L260417-33110B
ITEM	NWVDEMO	40170000	33110	04/20/26	Negative Adjmt.	WS260420	S0002	3	1.2	1.2	3.6	0	04/19/26	L260417-33110B
ITEM	NWVDEMO	40180000	33116	04/20/26	Negative Adjmt.	WS260420	S0001	7	0.78	0.78	5.46	0	04/19/26	L260413-33116B
ITEM	NWVDEMO	40190000	33160	04/20/26	Negative Adjmt.	WS260420	S0001	6	5.5	5.5	33	0	04/19/26	L260411-33160
ITEM	NWVDEMO	40200000	33170	04/20/26	Negative Adjmt.	WS260420	S0001	10	5.5	5.5	55	0	04/19/26	L260413-33170
ITEM	NWVDEMO	40210000	10000	04/20/26	Sale	SL260420	S0001	6	1	0.9	6	0		
ITEM	NWVDEMO	40220000	10000	04/20/26	Sale	SL260420	S0001	10	1	0.9	10	0		
ITEM	NWVDEMO	40230000	10000	04/20/26	Sale	SL260420	S0002	9	1	0.9	9	0		
ITEM	NWVDEMO	40240000	10000	04/20/26	Sale	SL260420	S0013	5	1	0.9	5	0		
ITEM	NWVDEMO	40250000	10045	04/20/26	Sale	SL260420	S0001	9	0.86	0.45	7.74	0		
ITEM	NWVDEMO	40260000	10045	04/20/26	Sale	SL260420	S0002	2	0.86	0.45	1.72	0		
ITEM	NWVDEMO	40270000	10045	04/20/26	Sale	SL260420	S0002	7	0.86	0.45	6.02	0		
ITEM	NWVDEMO	40280000	10045	04/20/26	Sale	SL260420	S0013	2	0.86	0.45	1.72	0		
ITEM	NWVDEMO	40290000	10045	04/20/26	Sale	SL260420	S0013	1	0.86	0.45	0.86	0		
ITEM	NWVDEMO	40300000	10045	04/20/26	Sale	SL260420	S0013	3	0.86	0.45	2.58	0		
ITEM	NWVDEMO	40310000	10070	04/20/26	Sale	SL260420	S0001	4	1.82	0.5	7.28	0		
ITEM	NWVDEMO	40320000	10070	04/20/26	Sale	SL260420	S0002	2	1.82	0.5	3.64	0		
ITEM	NWVDEMO	40330000	10070	04/20/26	Sale	SL260420	S0013	2	1.82	0.5	3.64	0		
ITEM	NWVDEMO	40340000	10100	04/20/26	Sale	SL260420	S0001	4	2.8	1.7	11.2	0		
ITEM	NWVDEMO	40350000	10100	04/20/26	Sale	SL260420	S0002	1	2.8	1.7	2.8	0		
ITEM	NWVDEMO	40360000	18200	04/20/26	Sale	SL260420	S0001	5	1.64	0.95	8.2	0		
ITEM	NWVDEMO	40370000	18200	04/20/26	Sale	SL260420	S0001	2	1.64	0.95	3.28	0		
ITEM	NWVDEMO	40380000	18200	04/20/26	Sale	SL260420	S0002	3	1.64	0.95	4.92	0		
ITEM	NWVDEMO	40390000	18230	04/20/26	Sale	SL260420	S0001	3	1.64	0.95	4.92	0		
ITEM	NWVDEMO	40400000	18230	04/20/26	Sale	SL260420	S0002	4	1.64	0.95	6.56	0		
ITEM	NWVDEMO	40410000	18230	04/20/26	Sale	SL260420	S0013	2	1.64	0.95	3.28	0		
ITEM	NWVDEMO	40420000	30091	04/20/26	Sale	SL260420	S0002	2	4.18	2.8	8.36	0		
ITEM	NWVDEMO	40430000	30091	04/20/26	Sale	SL260420	S0010	1	4.18	2.8	4.18	0		
ITEM	NWVDEMO	40440000	33100	04/20/26	Sale	SL260420	S0005	3	1.36	1	4.08	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	40450000	33100	04/20/26	Sale	SL260420	S0010	6	1.36	1	8.16	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	40460000	33110	04/20/26	Sale	SL260420	S0002	5	1.59	1.2	7.95	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	40470000	33110	04/20/26	Sale	SL260420	S0005	5	1.59	1.2	7.95	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	40480000	33110	04/20/26	Sale	SL260420	S0010	5	1.59	1.2	7.95	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	40490000	33116	04/20/26	Sale	SL260420	S0002	2	1.09	0.78	2.18	0	04/20/26	L260415-33116
ITEM	NWVDEMO	40500000	33116	04/20/26	Sale	SL260420	S0002	2	1.09	0.78	2.18	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	40510000	33116	04/20/26	Sale	SL260420	S0005	3	1.09	0.78	3.27	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	40520000	33116	04/20/26	Sale	SL260420	S0010	4	1.09	0.78	4.36	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	40530000	33120	04/20/26	Sale	SL260420	S0001	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	40540000	33120	04/20/26	Sale	SL260420	S0001	2	8.64	6.5	17.28	0		
ITEM	NWVDEMO	40550000	33120	04/20/26	Sale	SL260420	S0002	2	8.64	6.5	17.28	0		
ITEM	NWVDEMO	40560000	33120	04/20/26	Sale	SL260420	S0005	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	40570000	33120	04/20/26	Sale	SL260420	S0010	2	8.64	6.5	17.28	0		
ITEM	NWVDEMO	40580000	33130	04/20/26	Sale	SL260420	S0001	2	9.55	7.1	19.1	0	04/21/26	L260413-33130
ITEM	NWVDEMO	40590000	33130	04/20/26	Sale	SL260420	S0002	1	9.55	7.1	9.55	0	04/21/26	L260413-33130
ITEM	NWVDEMO	40600000	33130	04/20/26	Sale	SL260420	S0002	1	9.55	7.1	9.55	0	04/25/26	L260417-33130
ITEM	NWVDEMO	40610000	33150	04/20/26	Sale	SL260420	S0001	3	11.36	7.5	34.08	0		
ITEM	NWVDEMO	40620000	33150	04/20/26	Sale	SL260420	S0002	2	11.36	7.5	22.72	0		
ITEM	NWVDEMO	40630000	33150	04/20/26	Sale	SL260420	S0005	2	11.36	7.5	22.72	0		
ITEM	NWVDEMO	40640000	33150	04/20/26	Sale	SL260420	S0010	2	11.36	7.5	22.72	0		
ITEM	NWVDEMO	40650000	33160	04/20/26	Sale	SL260420	S0001	1	7.18	5.5	7.18	0	04/21/26	L260413-33160
ITEM	NWVDEMO	40660000	33160	04/20/26	Sale	SL260420	S0001	2	7.18	5.5	14.36	0	04/23/26	L260415-33160
ITEM	NWVDEMO	40670000	33160	04/20/26	Sale	SL260420	S0002	3	7.18	5.5	21.54	0	04/21/26	L260413-33160
ITEM	NWVDEMO	40680000	33160	04/20/26	Sale	SL260420	S0010	3	7.18	5.5	21.54	0	04/25/26	L260417-33160A
ITEM	NWVDEMO	40690000	33170	04/20/26	Sale	SL260420	S0005	2	7.18	5.5	14.36	0	04/22/26	L260417-33170A
ITEM	NWVDEMO	40700000	33170	04/20/26	Sale	SL260420	S0010	5	7.18	5.5	35.9	0	04/22/26	L260417-33170A
ITEM	NWVDEMO	40710000	33200	04/20/26	Sale	SL260420	S0001	5	5.91	4.2	29.55	0		
ITEM	NWVDEMO	40720000	33200	04/20/26	Sale	SL260420	S0002	5	5.91	4.2	29.55	0		
ITEM	NWVDEMO	40730000	33200	04/20/26	Sale	SL260420	S0005	2	5.91	4.2	11.82	0		
ITEM	NWVDEMO	40740000	33200	04/20/26	Sale	SL260420	S0010	5	5.91	4.2	29.55	0		
ITEM	NWVDEMO	40750000	33250	04/20/26	Sale	SL260420	S0001	4	5.36	4.1	21.44	0		
ITEM	NWVDEMO	40760000	33250	04/20/26	Sale	SL260420	S0002	1	5.36	4.1	5.36	0		
ITEM	NWVDEMO	40770000	33250	04/20/26	Sale	SL260420	S0002	2	5.36	4.1	10.72	0		
ITEM	NWVDEMO	40780000	33250	04/20/26	Sale	SL260420	S0005	1	5.36	4.1	5.36	0		
ITEM	NWVDEMO	40790000	33250	04/20/26	Sale	SL260420	S0010	1	5.36	4.1	5.36	0		
ITEM	NWVDEMO	40800000	33310	04/20/26	Sale	SL260420	S0001	11	3	1.1	33	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40810000	33310	04/20/26	Sale	SL260420	S0002	11	3	1.1	33	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40820000	33310	04/20/26	Sale	SL260420	S0005	5	3	1.1	15	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40830000	33310	04/20/26	Sale	SL260420	S0010	7	3	1.1	21	0	11/16/26	L260419-33310C
ITEM	NWVDEMO	40840000	33323	04/20/26	Sale	SL260420	S0001	9	3	1.1	27	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40850000	33323	04/20/26	Sale	SL260420	S0002	4	3	1.1	12	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40860000	33323	04/20/26	Sale	SL260420	S0005	2	3	1.1	6	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40870000	33323	04/20/26	Sale	SL260420	S0010	3	3	1.1	9	0	12/08/26	L260419-33323B
ITEM	NWVDEMO	40880000	33341	04/20/26	Sale	SL260420	S0001	5	5.75	2.1	28.75	0	09/22/26	L260405-33341A
ITEM	NWVDEMO	40890000	33341	04/20/26	Sale	SL260420	S0002	1	5.75	2.1	5.75	0	10/01/26	L260322-33341A
ITEM	NWVDEMO	40900000	33341	04/20/26	Sale	SL260420	S0002	5	5.75	2.1	28.75	0	10/05/26	L260322-33341B
ITEM	NWVDEMO	40910000	33341	04/20/26	Sale	SL260420	S0005	2	5.75	2.1	11.5	0	09/22/26	L260405-33341A
ITEM	NWVDEMO	40920000	33341	04/20/26	Sale	SL260420	S0010	6	5.75	2.1	34.5	0	10/01/26	L260322-33341A
ITEM	NWVDEMO	40930000	10045	04/21/26	Purchase	PR260421	W0003	37	0.45	0.45	16.65	0		
ITEM	NWVDEMO	40940000	10045	04/21/26	Purchase	PR260421	W0003	38	0.45	0.45	17.1	0		
ITEM	NWVDEMO	40950000	10070	04/21/26	Purchase	PR260421	W0003	54	0.5	0.5	27	0		
ITEM	NWVDEMO	40960000	10070	04/21/26	Purchase	PR260421	W0003	54	0.5	0.5	27	0		
ITEM	NWVDEMO	40970000	10100	04/21/26	Purchase	PR260421	W0003	50	1.7	1.7	85	0		
ITEM	NWVDEMO	40980000	10100	04/21/26	Purchase	PR260421	W0003	51	1.7	1.7	86.7	0		
ITEM	NWVDEMO	40990000	33110	04/21/26	Purchase	PR260421	W0003	30	1.2	1.2	36	0	04/25/26	L260421-33110A
ITEM	NWVDEMO	41000000	33110	04/21/26	Purchase	PR260421	W0003	30	1.2	1.2	36	0	04/25/26	L260421-33110B
ITEM	NWVDEMO	41010000	10000	04/21/26	Positive Adjmt.	TR260421	S0001	16	0.9	0.9	14.4	0		
ITEM	NWVDEMO	41020000	10000	04/21/26	Positive Adjmt.	TR260421	S0001	43	0.9	0.9	38.7	0		
ITEM	NWVDEMO	41030000	10000	04/21/26	Positive Adjmt.	TR260421	S0001	8	0.9	0.9	7.2	0		
ITEM	NWVDEMO	41040000	10000	04/21/26	Positive Adjmt.	TR260421	S0002	45	0.9	0.9	40.5	0		
ITEM	NWVDEMO	41050000	10000	04/21/26	Positive Adjmt.	TR260421	S0013	2	0.9	0.9	1.8	0		
ITEM	NWVDEMO	41060000	10000	04/21/26	Positive Adjmt.	TR260421	S0013	16	0.9	0.9	14.4	0		
ITEM	NWVDEMO	41070000	33100	04/21/26	Positive Adjmt.	TR260421	S0001	31	1	1	31	0	04/22/26	L260419-33100B
ITEM	NWVDEMO	41080000	33100	04/21/26	Positive Adjmt.	TR260421	S0002	19	1	1	19	0	04/22/26	L260419-33100B
ITEM	NWVDEMO	41090000	33100	04/21/26	Positive Adjmt.	TR260421	S0002	5	1	1	5	0	04/23/26	L260419-33100A
ITEM	NWVDEMO	41100000	33100	04/21/26	Positive Adjmt.	TR260421	S0005	11	1	1	11	0	04/23/26	L260419-33100A
ITEM	NWVDEMO	41110000	33100	04/21/26	Positive Adjmt.	TR260421	S0010	20	1	1	20	0	04/23/26	L260419-33100A
ITEM	NWVDEMO	41120000	33110	04/21/26	Positive Adjmt.	TR260421	S0001	24	1.2	1.2	28.8	0	04/22/26	L260419-33110A
ITEM	NWVDEMO	41130000	33110	04/21/26	Positive Adjmt.	TR260421	S0002	18	1.2	1.2	21.6	0	04/22/26	L260419-33110A
ITEM	NWVDEMO	41140000	33110	04/21/26	Positive Adjmt.	TR260421	S0005	1	1.2	1.2	1.2	0	04/22/26	L260419-33110A
ITEM	NWVDEMO	41150000	33110	04/21/26	Positive Adjmt.	TR260421	S0005	9	1.2	1.2	10.8	0	04/23/26	L260419-33110B
ITEM	NWVDEMO	41160000	33110	04/21/26	Positive Adjmt.	TR260421	S0010	12	1.2	1.2	14.4	0	04/23/26	L260419-33110B
ITEM	NWVDEMO	41170000	33116	04/21/26	Positive Adjmt.	TR260421	S0001	7	0.78	0.78	5.46	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	41180000	33116	04/21/26	Positive Adjmt.	TR260421	S0001	17	0.78	0.78	13.26	0	04/21/26	L260417-33116B
ITEM	NWVDEMO	41190000	33116	04/21/26	Positive Adjmt.	TR260421	S0002	13	0.78	0.78	10.14	0	04/21/26	L260417-33116B
ITEM	NWVDEMO	41200000	33116	04/21/26	Positive Adjmt.	TR260421	S0002	4	0.78	0.78	3.12	0	04/24/26	L260419-33116B
ITEM	NWVDEMO	41210000	33116	04/21/26	Positive Adjmt.	TR260421	S0005	7	0.78	0.78	5.46	0	04/24/26	L260419-33116B
ITEM	NWVDEMO	41220000	33116	04/21/26	Positive Adjmt.	TR260421	S0010	12	0.78	0.78	9.36	0	04/24/26	L260419-33116B
ITEM	NWVDEMO	41230000	33120	04/21/26	Positive Adjmt.	TR260421	S0001	7	6.5	6.5	45.5	0		
ITEM	NWVDEMO	41240000	33120	04/21/26	Positive Adjmt.	TR260421	S0001	2	6.5	6.5	13	0		
ITEM	NWVDEMO	41250000	33120	04/21/26	Positive Adjmt.	TR260421	S0002	4	6.5	6.5	26	0		
ITEM	NWVDEMO	41260000	33120	04/21/26	Positive Adjmt.	TR260421	S0005	2	6.5	6.5	13	0		
ITEM	NWVDEMO	41270000	33120	04/21/26	Positive Adjmt.	TR260421	S0010	3	6.5	6.5	19.5	0		
ITEM	NWVDEMO	41280000	33130	04/21/26	Positive Adjmt.	TR260421	S0001	6	7.1	7.1	42.6	0	04/25/26	L260417-33130
ITEM	NWVDEMO	41290000	33130	04/21/26	Positive Adjmt.	TR260421	S0002	6	7.1	7.1	42.6	0	04/25/26	L260417-33130
ITEM	NWVDEMO	41300000	33130	04/21/26	Positive Adjmt.	TR260421	S0005	4	7.1	7.1	28.4	0	04/25/26	L260419-33130
ITEM	NWVDEMO	41310000	33130	04/21/26	Positive Adjmt.	TR260421	S0010	1	7.1	7.1	7.1	0	04/25/26	L260419-33130
ITEM	NWVDEMO	41320000	33160	04/21/26	Positive Adjmt.	TR260421	S0001	3	5.5	5.5	16.5	0	04/25/26	L260417-33160A
ITEM	NWVDEMO	41330000	33160	04/21/26	Positive Adjmt.	TR260421	S0001	14	5.5	5.5	77	0	04/25/26	L260417-33160B
ITEM	NWVDEMO	41340000	33160	04/21/26	Positive Adjmt.	TR260421	S0002	6	5.5	5.5	33	0	04/25/26	L260417-33160B
ITEM	NWVDEMO	41350000	33160	04/21/26	Positive Adjmt.	TR260421	S0005	4	5.5	5.5	22	0	04/25/26	L260417-33160B
ITEM	NWVDEMO	41360000	33160	04/21/26	Positive Adjmt.	TR260421	S0005	2	5.5	5.5	11	0	04/27/26	L260419-33160
ITEM	NWVDEMO	41370000	33160	04/21/26	Positive Adjmt.	TR260421	S0010	9	5.5	5.5	49.5	0	04/27/26	L260419-33160
ITEM	NWVDEMO	41380000	33170	04/21/26	Positive Adjmt.	TR260421	S0001	4	5.5	5.5	22	0	04/22/26	L260417-33170A
ITEM	NWVDEMO	41390000	33170	04/21/26	Positive Adjmt.	TR260421	S0001	14	5.5	5.5	77	0	04/22/26	L260417-33170B
ITEM	NWVDEMO	41400000	33170	04/21/26	Positive Adjmt.	TR260421	S0002	9	5.5	5.5	49.5	0	04/22/26	L260417-33170B
ITEM	NWVDEMO	41410000	33170	04/21/26	Positive Adjmt.	TR260421	S0002	5	5.5	5.5	27.5	0	04/24/26	L260419-33170B
ITEM	NWVDEMO	41420000	33170	04/21/26	Positive Adjmt.	TR260421	S0005	6	5.5	5.5	33	0	04/24/26	L260419-33170B
ITEM	NWVDEMO	41430000	33170	04/21/26	Positive Adjmt.	TR260421	S0010	9	5.5	5.5	49.5	0	04/24/26	L260419-33170B
ITEM	NWVDEMO	41440000	10000	04/21/26	Negative Adjmt.	TR260421	W0003	16	0.9	0.9	14.4	0		
ITEM	NWVDEMO	41450000	10000	04/21/26	Negative Adjmt.	TR260421	W0003	43	0.9	0.9	38.7	0		
ITEM	NWVDEMO	41460000	10000	04/21/26	Negative Adjmt.	TR260421	W0003	8	0.9	0.9	7.2	0		
ITEM	NWVDEMO	41470000	10000	04/21/26	Negative Adjmt.	TR260421	W0003	45	0.9	0.9	40.5	0		
ITEM	NWVDEMO	41480000	10000	04/21/26	Negative Adjmt.	TR260421	W0003	2	0.9	0.9	1.8	0		
ITEM	NWVDEMO	41490000	10000	04/21/26	Negative Adjmt.	TR260421	W0003	16	0.9	0.9	14.4	0		
ITEM	NWVDEMO	41500000	10045	04/21/26	Negative Adjmt.	WS260421	S0001	6	0.45	0.45	2.7	0		
ITEM	NWVDEMO	41510000	33100	04/21/26	Negative Adjmt.	WS260421	S0005	2	1	1	2	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	41520000	33100	04/21/26	Negative Adjmt.	WS260421	S0010	1	1	1	1	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	41530000	33100	04/21/26	Negative Adjmt.	TR260421	W0003	31	1	1	31	0	04/22/26	L260419-33100B
ITEM	NWVDEMO	41540000	33100	04/21/26	Negative Adjmt.	TR260421	W0003	19	1	1	19	0	04/22/26	L260419-33100B
ITEM	NWVDEMO	41550000	33100	04/21/26	Negative Adjmt.	TR260421	W0003	5	1	1	5	0	04/23/26	L260419-33100A
ITEM	NWVDEMO	41560000	33100	04/21/26	Negative Adjmt.	TR260421	W0003	11	1	1	11	0	04/23/26	L260419-33100A
ITEM	NWVDEMO	41570000	33100	04/21/26	Negative Adjmt.	TR260421	W0003	20	1	1	20	0	04/23/26	L260419-33100A
ITEM	NWVDEMO	41580000	33100	04/21/26	Negative Adjmt.	WS260421	W0003	23	1	1	23	0	04/20/26	L260417-33100A
ITEM	NWVDEMO	41590000	33110	04/21/26	Negative Adjmt.	WS260421	S0010	4	1.2	1.2	4.8	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	41600000	33110	04/21/26	Negative Adjmt.	TR260421	W0003	24	1.2	1.2	28.8	0	04/22/26	L260419-33110A
ITEM	NWVDEMO	41610000	33110	04/21/26	Negative Adjmt.	TR260421	W0003	18	1.2	1.2	21.6	0	04/22/26	L260419-33110A
ITEM	NWVDEMO	41620000	33110	04/21/26	Negative Adjmt.	TR260421	W0003	1	1.2	1.2	1.2	0	04/22/26	L260419-33110A
ITEM	NWVDEMO	41630000	33110	04/21/26	Negative Adjmt.	TR260421	W0003	9	1.2	1.2	10.8	0	04/23/26	L260419-33110B
ITEM	NWVDEMO	41640000	33110	04/21/26	Negative Adjmt.	TR260421	W0003	12	1.2	1.2	14.4	0	04/23/26	L260419-33110B
ITEM	NWVDEMO	41650000	33110	04/21/26	Negative Adjmt.	WS260421	W0003	6	1.2	1.2	7.2	0	04/20/26	L260417-33110A
ITEM	NWVDEMO	41660000	33116	04/21/26	Negative Adjmt.	TR260421	W0003	7	0.78	0.78	5.46	0	04/21/26	L260417-33116A
ITEM	NWVDEMO	41670000	33116	04/21/26	Negative Adjmt.	TR260421	W0003	17	0.78	0.78	13.26	0	04/21/26	L260417-33116B
